title,rating,body,author,date,processed_body
Hace mucho ruido,"3,0 de 5 estrellas",Compré este modelo porque anteriormente es el que en casa se usaba se lo regale a una conocida y hace muchissimo ruido. nose si debe ser por las cápsulas que usa o por la fabricación.,Carlota,Revisado en España el 8 de septiembre de 2021,"['compré', 'modelo', 'anteriormente', 'casa', 'usaba', 'regale', 'conocida', 'muchissimo', 'ruido', 'nose', 'debe', 'ser', 'cápsulas', 'usa', 'fabricación']"
Regular,"3,0 de 5 estrellas",Hace ruiditos y gotea bastante agua,Alba G.G,Revisado en España el 3 de septiembre de 2022,"['ruiditos', 'gotea', 'bastante']"
Buen producto,"3,0 de 5 estrellas","Se trata de una cafetera sencilla, de fácil manejo y con una relación calidad-precio muy equilibrada.",Fernanda,Revisado en España el 5 de marzo de 2022,"['trata', 'sencilla', 'fácil', 'manejo', 'relación', 'equilibrada']"
Va bien pero a veces le cuesta coger la cápsula,"3,0 de 5 estrellas",A veces no perfora la cápsula,Alfonso,Revisado en España el 31 de agosto de 2022,"['veces', 'perfora', 'cápsula']"
No apta para un experto cafetero.,"3,0 de 5 estrellas",La cantidad de cafe de las capsulas es de 6 gr. Para un buen cafe han de ser 8 gr. Es un gran problema si has de hacer un cortado con leche ya que no incorpora calentador de leche. Es justa para una oficina donde no haya cocina o microondas para calentar la leche.,Enric,Revisado en España el 8 de enero de 2021,"['cantidad', 'capsulas', 'gr', 'buen', 'ser', 'gr', 'gran', 'problema', 'hacer', 'cortado', 'incorpora', 'calentador', 'justa', 'oficina', 'cocina', 'microondas', 'calentar']"
"Pequeña y fácil, pero mete mucho ruido.","3,0 de 5 estrellas",Pequeña y fácil pero mete mucho ruido.,ROSA,Revisado en España el 20 de agosto de 2022,"['pequeña', 'fácil', 'mete', 'ruido']"
No es muy fiable,"3,0 de 5 estrellas",La opción de café largo dura nada,Luiso,Revisado en España el 24 de agosto de 2022,"['opción', 'largo', 'dura']"
Muchísimo ruido,"4,0 de 5 estrellas","La máquina en si se ve de calidad, el café tiene un punto de cremosidad y dispones de cápsulas originales y de marca blanca.
El principal problema que le veo es el ruido que hace, en el café de la mañana despierto a medio bloque.",Christian,Revisado en España el 17 de octubre de 2023,"['ve', 'calidad', 'punto', 'cremosidad', 'dispones', 'cápsulas', 'originales', 'marca', 'blanca', 'principal', 'problema', 'veo', 'ruido', 'mañana', 'despierto', 'medio', 'bloque']"
Que hace café,"4,0 de 5 estrellas",No venían las cápsulas de regalo como dice el anuncio,Fernando Gonzalez Amo,Revisado en España el 29 de enero de 2024,"['venían', 'cápsulas', 'regalo', 'dice', 'anuncio']"
Buena oferta,"4,0 de 5 estrellas",Tenía que cambiar mi cafetera ya que tenía 3 años y a pesar de hacerle la descalcificación cada 6 meses el café ya no salía óptimo y cogí una muy buena oferta. Una vez pruebas las cápsulas Nespresso ya no quieres otras,Mila,Revisado en España el 3 de noviembre de 2023,"['cambiar', 'años', 'pesar', 'hacerle', 'descalcificación', 'cada', 'salía', 'óptimo', 'cogí', 'buena', 'oferta', 'vez', 'pruebas', 'cápsulas', 'nespresso', 'quieres']"
Correcto pero faltan cápsulas de la promoción,"4,0 de 5 estrellas","En el anuncio, confirmación de pedido y factura se indica que el pedido de la máquina incluye un pack de bienvenida de 14 cápsulas, sin embargo sólo vienen 7.
Todo lo demás correcto según lo esperado.",Rodrigo,Revisado en España el 2 de noviembre de 2023,"['anuncio', 'confirmación', 'pedido', 'factura', 'indica', 'pedido', 'incluye', 'pack', 'bienvenida', 'cápsulas', 'embargo', 'sólo', 'vienen', 'demás', 'correcto', 'según', 'esperado']"
Es lo que buscaba,"4,0 de 5 estrellas","No es de la gama alta de cafés de cápsulas pero hace un café perfecto.
Las instrucciones son precarias. No se entienden bien ya ques son fotografías que no describen bien el acto.
He tenido que buscar un tutorial en internet para ajustar el volumen de café. Le he puesto cuatro estrellas por esto.
Por lo demás perfecta.",Patricia,Revisado en España el 24 de agosto de 2023,"['gama', 'alta', 'cafés', 'cápsulas', 'perfecto', 'instrucciones', 'precarias', 'entienden', 'ques', 'fotografías', 'describen', 'acto', 'buscar', 'tutorial', 'internet', 'ajustar', 'volumen', 'puesto', 'cuatro', 'estrellas', 'demás', 'perfecta']"
Cafetera,"4,0 de 5 estrellas",No me gusta que las capsulas de gama blanca las coje muy mal,Celso Abad Pelaez,Revisado en España el 21 de diciembre de 2023,"['gusta', 'capsulas', 'gama', 'blanca', 'coje', 'mal']"
Algo ruidosa,"4,0 de 5 estrellas","Mas ruidosa de lo esperado.
Tamaño ideal para espacios pequeños.
Depósito de agua suficiente para unos cuantos cafés.",Jesus María Santos,Revisado en España el 20 de diciembre de 2023,"['ma', 'ruidosa', 'esperado', 'tamaño', 'ideal', 'espacios', 'pequeños', 'depósito', 'suficiente', 'cuantos', 'cafés']"
Funciona,"4,0 de 5 estrellas",Es pequeña y económica y hace bien el café. what else?,Cliente Amazon,Revisado en España el 12 de enero de 2024,"['pequeña', 'económica', 'what', 'else']"
Cubre mis necesidades perfectamente,"4,0 de 5 estrellas","Ya tenía una igual, que adquirí hace más de 15 años, se estropeó y he repetido porque es lo que necesito , es la más económica y ocupa poco espacio.",Angelina,Revisado en España el 11 de diciembre de 2023,"['igual', 'adquirí', 'años', 'estropeó', 'repetido', 'necesito', 'económica', 'ocupa', 'espacio']"
CAFETERA,"4,0 de 5 estrellas",Todo correcto por el momento la máquina hace más ruido que la que se me averió que era una ESENZA MINI,Javier,Revisado en España el 22 de diciembre de 2023,"['correcto', 'momento', 'ruido', 'averió', 'esenza', 'mini']"
Buen café,"4,0 de 5 estrellas","Play Video
El café muy rico. La cafetera sencilla de manejar, pero a mi juicio hace bastante ruido.",Chema F.,Revisado en España el 9 de noviembre de 2023,"['play', 'video', 'rico', 'sencilla', 'manejar', 'juicio', 'bastante', 'ruido']"
Bien,"4,0 de 5 estrellas",Vengo de otra igual,Cliente Amazon,Revisado en España el 27 de diciembre de 2023,"['vengo', 'igual']"
no han llegado las 14 capsulas,"4,0 de 5 estrellas","no me ha gustado que solo hayan llegado en la caja 7 capsulas de las 14 CAPSULAS QUE SE ANUNCIAN EN EL PEDIDO, espero una respuesta",algonher,Revisado en España el 11 de noviembre de 2023,"['gustado', 'solo', 'llegado', 'caja', 'capsulas', 'capsulas', 'anuncian', 'pedido', 'espero', 'respuesta']"
Perfecto todo,"4,0 de 5 estrellas",Muy buena máquina,Cliente Amazon,Revisado en España el 10 de enero de 2024,['buena']
Comodidad,"4,0 de 5 estrellas",Muy cómodo y fácil de usar,Jumarpan,Revisado en España el 22 de diciembre de 2023,"['cómodo', 'fácil', 'usar']"
Muy buena poer...,"4,0 de 5 estrellas","Esyta muy bien , compacta, facil de usar. El unico inconveniente es que s un poco ruidosa",Luis,Revisado en España el 15 de noviembre de 2023,"['esyta', 'compacta', 'facil', 'usar', 'unico', 'inconveniente', 's', 'ruidosa']"
Buen cafe pero ruidosa,"4,0 de 5 estrellas",Hace muy bien el cafe pero hace mucho ruido al prepararlo . No es para nada discreta en la elaboracion del cafe . Yo no repetiria la compra. Probaria otra mas silenciosa,Amparo,Revisado en España el 11 de octubre de 2023,"['ruido', 'prepararlo', 'discreta', 'elaboracion', 'repetiria', 'compra', 'probaria', 'ma', 'silenciosa']"
mi opinión,"4,0 de 5 estrellas","la maquina está bien, pero rs un poco ruidosa y cuando acabas de hacer el café aún gotea un poco.",nuri pous emilio,Revisado en España el 7 de noviembre de 2023,"['maquina', 'r', 'ruidosa', 'acabas', 'hacer', 'aún', 'gotea']"
Un acierto,"4,0 de 5 estrellas","Es una máquina muy fácil de usar.
Las cápsulas de nespresso son sin lugar a dudas las que mejor sabor tienen. Anteriormente tuvimos una máquina ""dolce gusto"" y no tiene ni comparación.
El tamaño es el perfecto, pues no te quita mucho espacio en la encimera, tan necesitada en las cocinas. Es pequeña comparándola con otras del mercado.
Puedes utilizarla tanto con taza pequeña como con grande, simplemente levantando la base. Es muy práctico a la hora de hacer cafés largos o querer rellenar una taza alta. En otras maquinas no he visto esta opción.
En cuanto al ruido, hace un poco. Pero a decir verdad, son solo unos segundos. Tarda muy poco en prepararse (calentarse para salir el café). El tiempo justo para preparar la taza y coger la leche, por ejemplo.
Con la compra recibes una oferta de 20 € de descuento comprando al menos 100 cápsulas (10 paquetes). Es decir, pagas 20 por un pedido de 40 +/-.
En resumen, una compra muy acertada.",Cliente Amazon,Revisado en España el 27 de agosto de 2021,"['fácil', 'usar', 'cápsulas', 'nespresso', 'lugar', 'dudas', 'mejor', 'sabor', 'anteriormente', 'dolce', 'gusto', 'comparación', 'tamaño', 'perfecto', 'pues', 'quita', 'espacio', 'encimera', 'tan', 'necesitada', 'cocinas', 'pequeña', 'comparándola', 'mercado', 'puedes', 'utilizarla', 'taza', 'pequeña', 'grande', 'simplemente', 'levantando', 'base', 'práctico', 'hora', 'hacer', 'cafés', 'largo', 'querer', 'rellenar', 'taza', 'alta', 'maquinas', 'visto', 'opción', 'cuanto', 'ruido', 'decir', 'verdad', 'solo', 'segundos', 'tarda', 'prepararse', 'calentarse', 'salir', 'tiempo', 'justo', 'preparar', 'taza', 'coger', 'ejemplo', 'compra', 'recibes', 'oferta', 'descuento', 'comprando', 'menos', 'cápsulas', 'paquetes', 'decir', 'pagas', 'pedido', 'resumen', 'compra', 'acertada']"
Descuento 30€,"4,0 de 5 estrellas","La máquina muy buena, hace bastante ruido pero no importa.
Lo que me indigna es que Amazon se lava las manos y no manda el código para obtener el descuento. ! Es una vergüenza!
Ahora me toca pelear con Nespresso para que me lo concedan sin el Codigo",Patricia G.,Revisado en España el 22 de agosto de 2023,"['buena', 'bastante', 'ruido', 'importa', 'indigna', 'lava', 'manos', 'manda', 'código', 'obtener', 'descuento', 'vergüenza', 'ahora', 'toca', 'pelear', 'nespresso', 'concedan', 'codigo']"
Capacidad,"4,0 de 5 estrellas","El depósito es mayor que otras y cojen más capsulas de desecho que en otros modelos, con los mismos 19 bares de presión.",francisco javier,Revisado en España el 19 de octubre de 2023,"['depósito', 'mayor', 'cojen', 'capsulas', 'desecho', 'modelos', 'mismos', 'bares', 'presión']"
Estado del envío.,"4,0 de 5 estrellas","Primero decir que la cafetera funciona correctamente, la recibí ayer.
La parte negativa es el envío viene directamente en su caja, sin embalado de Amazon. De esto te avisan cuando vas a pagar, por lo que tampoco es una queja. Lo que si es una queja es que la caja 'precintada' venía abierta con los precintos ya cortados y el interior aunque en buen estado surge la desconfianza al no ver precintos de seguridad de que nunca ha sido utilizada o los de seguridad como por ejemplo uno que sujete la cajetilla de las usadas (aunque no se si viene así. , el plástico que la cubre también superpuesto. Me sumo a los que desconfían de como viene o si ya ha sido usada. Suelo leer los comentarios y vi que lo advertían.... pero el precio a la que la he comprado ,69 €, no la voy a devolver si sigue funcionando igual que en los dos primeros cafés que nos hemos tomado en casa.

Después de dos semanas sigo pensando igual, una cafetera fantástica",kykeon,Revisado en España el 16 de enero de 2021,"['primero', 'decir', 'funciona', 'correctamente', 'recibí', 'ayer', 'parte', 'negativa', 'envío', 'viene', 'directamente', 'caja', 'embalado', 'avisan', 'va', 'pagar', 'tampoco', 'queja', 'queja', 'caja', 'venía', 'abierta', 'precintos', 'cortados', 'interior', 'aunque', 'buen', 'surge', 'desconfianza', 'ver', 'precintos', 'seguridad', 'nunca', 'sido', 'utilizada', 'seguridad', 'ejemplo', 'sujete', 'cajetilla', 'usadas', 'aunque', 'viene', 'así', 'plástico', 'cubre', 'superpuesto', 'sumo', 'desconfían', 'viene', 'sido', 'usada', 'suelo', 'leer', 'comentarios', 'vi', 'advertían', 'precio', 'comprado', 'voy', 'devolver', 'sigue', 'funcionando', 'igual', 'primeros', 'cafés', 'tomado', 'casa', 'después', 'semanas', 'sigo', 'pensando', 'igual', 'fantástica']"
Exquisita,"4,0 de 5 estrellas","Simple, bonita, y un café buenísimo. ¿Anything else?
Si tuviera un depósito de agua interminable o el depósito de las cápsulas utilizadas algo más grande le ponía 5*",Jon Arruti,Revisado en España el 20 de septiembre de 2023,"['simple', 'bonita', 'buenísimo', 'else', 'depósito', 'interminable', 'depósito', 'cápsulas', 'utilizadas', 'grande', 'ponía']"
Aceptable,"4,0 de 5 estrellas",Es un poco ruidosa y la capacidad de cápsulas gastadas pequeña pero aceptable por la relación calidad precio,Jorge,Revisado en España el 7 de octubre de 2023,"['ruidosa', 'capacidad', 'cápsulas', 'gastadas', 'pequeña', 'aceptable', 'relación', 'calidad', 'precio']"
En general buena compra,"4,0 de 5 estrellas","Es la segunda vez que compro este modelo, tras tener otros modelos y cafeteras similares creo que es una de las mejores,la pega quizás sea que hace demasiado ruido para mi gusto y que escogí en color crema y la esperaba algo más clarita. En general todo bien,
Además tiene la ventaja que te devuelven el dinero de la cafetera en capsulas.",Raquel,Revisado en España el 7 de abril de 2023,"['segunda', 'vez', 'compro', 'modelo', 'tras', 'tener', 'modelos', 'cafeteras', 'similares', 'creo', 'mejores', 'pega', 'quizás', 'demasiado', 'ruido', 'gusto', 'escogí', 'color', 'crema', 'esperaba', 'clarita', 'general', 'además', 'ventaja', 'devuelven', 'dinero', 'capsulas']"
"Algo ruidosa, pero efectiva","4,0 de 5 estrellas","Se trata de una buena máquina de café fácil de manejar, sencilla, y con un tamaño bastante reducido. Incluye un surtido de 14 variedades de café Nespresso para degustar.

FUNCIONAMIENTO

La máquina dispone de dos botones para dispensar café, uno para café largo y otro para café corto. Además cuenta con la función de apagado automático tras 9 minutos sin ser utilizada lo que permite ahorrar energía eléctrica si se nos olvida apagarla

Para encenderla basta con pulsar uno de los dos botones y esperar a que la máquina se caliente, algo que hace en muy pocos segundos. Cuando los botones dejen de parpadear, estará lista para dispensar café, tras haber introducido una cápsula y asegurarnos de que el depósito contenga suficiente agua.

Esta máquina es algo más ruidosa que otros modelos similares.

DISEÑO

La máquina cuenta con un diseño bonito y elegante, con buenos acabados y un material aparentemente resistente y duradero. No requiere demasiada limpieza ni un mantenimiento especial. Al contrario que en otros modelos de De'Longhi, se puede utilizar con tazas grandes y con tazas pequeñas.

RESUMEN GENERAL

PROS

- Prepara un café delicioso.
- Se calienta rápido.
- Pequeña, no ocupa mucho espacio.
- Bonito diseño.
- Hay cápsulas compatibles.

CONTRAS

- Es más ruidosa que otras cafeteras similares.

En general estoy muy contento con la compra. La necesitaba para usarla en un espacio de pequeñas dimensiones y la verdad es que se adapta perfectamente. Es un máquina muy recomendable por su excelente relación calidad/precio.",Sergio Jerez,Revisado en España el 20 de julio de 2018,"['trata', 'buena', 'fácil', 'manejar', 'sencilla', 'tamaño', 'bastante', 'reducido', 'incluye', 'surtido', 'variedades', 'nespresso', 'degustar', 'funcionamiento', 'dispone', 'botones', 'dispensar', 'largo', 'corto', 'además', 'cuenta', 'función', 'apagado', 'automático', 'tras', 'minutos', 'ser', 'utilizada', 'permite', 'ahorrar', 'energía', 'eléctrica', 'olvida', 'apagarla', 'encenderla', 'basta', 'pulsar', 'botones', 'esperar', 'caliente', 'pocos', 'segundos', 'botones', 'dejen', 'parpadear', 'lista', 'dispensar', 'tras', 'haber', 'introducido', 'cápsula', 'asegurarnos', 'depósito', 'contenga', 'suficiente', 'ruidosa', 'modelos', 'similares', 'diseño', 'cuenta', 'diseño', 'bonito', 'elegante', 'buenos', 'acabados', 'material', 'aparentemente', 'resistente', 'duradero', 'requiere', 'demasiada', 'limpieza', 'mantenimiento', 'especial', 'contrario', 'modelos', 'puede', 'utilizar', 'tazas', 'grandes', 'tazas', 'pequeñas', 'resumen', 'general', 'pro', 'prepara', 'delicioso', 'calienta', 'rápido', 'pequeña', 'ocupa', 'espacio', 'bonito', 'diseño', 'cápsulas', 'compatibles', 'ruidosa', 'cafeteras', 'similares', 'general', 'contento', 'compra', 'necesitaba', 'usarla', 'espacio', 'pequeñas', 'dimensiones', 'verdad', 'adapta', 'perfectamente', 'recomendable', 'excelente', 'relación']"
Funciona bien pero un poco ruidosa,"4,0 de 5 estrellas","El sabor depende de las capsulas que compras. Hay marcas muy buenas y otras menos. Si es verdad que las capsulas son un poco mas caras que el cafe molido para la moka per al final desde que la compré
me estoy ahorro unos 30 euros al mes en cafés que antes me tomaba en el bar.
La única pega es el ruido bastante fuerte.",sergio tomassi,Revisado en España el 23 de febrero de 2023,"['sabor', 'depende', 'capsulas', 'compras', 'marcas', 'buenas', 'menos', 'verdad', 'capsulas', 'ma', 'caras', 'molido', 'moka', 'per', 'final', 'compré', 'ahorro', 'euro', 'cafés', 'tomaba', 'bar', 'única', 'pega', 'ruido', 'bastante', 'fuerte']"
Publicidad engañosa,"4,0 de 5 estrellas","La cafetera, bien, aunque bastante ruidosa. El descuento: una promoción engañosa: el ""descuento directo"" NO es para el primer pedido, es para el SEGUNDO. Para el primer pedido te exigen un mínimo de 100 cápsulas, y un mínimo de 39 euros para tener el envío gratis. Llamé para reclamar el descuento en el primer pedido, y me dijeron que ""eso es cosa de Amazon"", lo cual es dudoso, ya que la cartulina del descuento viene con el logo de Nespresso pero no consta Amazon por ninguna parte. No me ha gustado nada, opino que una empresa como Nespresso no debería ""promocionar"" sus productos de esta forma. Al pagar con tarjeta virtual, no he podido cancelar mi pedido, pero desde luego no pienso hacer un segundo pedido.",Louise,Revisado en España el 14 de febrero de 2022,"['aunque', 'bastante', 'ruidosa', 'descuento', 'promoción', 'engañosa', 'descuento', 'directo', 'primer', 'pedido', 'segundo', 'primer', 'pedido', 'exigen', 'mínimo', 'cápsulas', 'mínimo', 'euro', 'tener', 'envío', 'gratis', 'llamé', 'reclamar', 'descuento', 'primer', 'pedido', 'dijeron', 'cosa', 'dudoso', 'cartulina', 'descuento', 'viene', 'logo', 'nespresso', 'consta', 'ninguna', 'parte', 'gustado', 'opino', 'empresa', 'nespresso', 'debería', 'promocionar', 'productos', 'forma', 'pagar', 'tarjeta', 'virtual', 'podido', 'cancelar', 'pedido', 'luego', 'pienso', 'hacer', 'segundo', 'pedido']"
Máquina básica,"4,0 de 5 estrellas","Es pequeña, funciona bien, pero es muy ruidosa.",manntara,Revisado en España el 30 de septiembre de 2023,"['pequeña', 'funciona', 'ruidosa']"
Compacta,"4,0 de 5 estrellas","Tamaño ideal para espacios reducidos.
Buen café
Ruidosa
Promoción inesistente en el envio",Cliente Amazon,Revisado en España el 4 de septiembre de 2023,"['tamaño', 'ideal', 'espacios', 'reducidos', 'buen', 'ruidosa', 'promoción', 'inesistente', 'envio']"
"Buena cafetera, buen precio.","4,0 de 5 estrellas","Funciona muy bien pero, es muy ruidosa.",Mariano,Revisado en España el 18 de septiembre de 2023,"['funciona', 'ruidosa']"
Si te gusta el cafe es tu cafetera,"4,0 de 5 estrellas","Es la mejor cafetera monodosis que he provado. Es compacta y eficiente.

El sistema nespresso es el mejor en cuanto a sabor que he probado de todos los sistemas monodosis ( comparandolo con tasimo, senseo y dolche gusto, ordenados de mejor a peor). En mi casa somos muy cafeteros y ofrece una gran gama de cafes con diferentes matices.
En cuanto a la variedad solo tiene cafes, de mil formas pero solo cafe. Pero sinceramente es tan bueno que no me importa que no tenga otras bebidas. Si investigas por internet puedes encontrar algun te pero no creo que merezca la pena.
Es facil de limpiar aunque hay que estar vaciando amenudo el deposito de capsulas y el deposito de agua es dificil de quitar y poner por lo que es preferible llenarlo con un vaso o botella.
Los mayores contras son una instrucciones casi imposibles de descifrar (solo vienen dibujos), por culpa de las cuales no se la diferencia a la hora de preparar un lungo, expreso o risqueto, y que el cafe es algo mas caro que para el resto de cafeteras
O sistemas momodosis.

En resumen el mejor cafe, algo mas caro y solo hace cafe",Jose Ignacio Guerrero,Revisado en España el 17 de octubre de 2019,"['mejor', 'monodosis', 'provado', 'compacta', 'eficiente', 'sistema', 'nespresso', 'mejor', 'cuanto', 'sabor', 'probado', 'sistemas', 'monodosis', 'comparandolo', 'tasimo', 'senseo', 'dolche', 'gusto', 'ordenados', 'mejor', 'peor', 'casa', 'cafeteros', 'ofrece', 'gran', 'gama', 'diferentes', 'matices', 'cuanto', 'variedad', 'solo', 'mil', 'formas', 'solo', 'sinceramente', 'tan', 'bueno', 'importa', 'bebidas', 'investigas', 'internet', 'puedes', 'encontrar', 'algun', 'creo', 'merezca', 'pena', 'facil', 'limpiar', 'aunque', 'vaciando', 'amenudo', 'deposito', 'capsulas', 'deposito', 'dificil', 'quitar', 'poner', 'preferible', 'llenarlo', 'vaso', 'botella', 'mayores', 'instrucciones', 'casi', 'imposibles', 'descifrar', 'solo', 'vienen', 'dibujos', 'culpa', 'cuales', 'diferencia', 'hora', 'preparar', 'lungo', 'expreso', 'risqueto', 'ma', 'caro', 'resto', 'cafeteras', 'sistemas', 'momodosis', 'resumen', 'mejor', 'ma', 'caro', 'solo']"
Muy buena pero dura solo unos 2 años,"4,0 de 5 estrellas",Termina saliendo agua y no se puede reparar pero hace un café muy bueno y la promoción de cápsulas con Amazon es genial porque son originales y salen muy baratas.,Masha Lloyd,Revisado en España el 16 de agosto de 2023,"['termina', 'saliendo', 'puede', 'reparar', 'bueno', 'promoción', 'cápsulas', 'genial', 'originales', 'salen', 'baratas']"
Es pequeña está muy bien,"4,0 de 5 estrellas",Esta muy bien,Joaquin,Revisado en España el 28 de septiembre de 2023,[]
En general normal,"4,0 de 5 estrellas","Lo que no me ha gustado es que vibra mucho y dependiendo del tipo de vaso(peso), este se va moviendo y acaba cayéndose .
Otra cosa es que las cápsulas originales , a veces no caen hasta el final de su alojamiento y cuando cierras la palanca, te la cargas la cápsula .",Irisnuma,Revisado en España el 15 de febrero de 2023,"['gustado', 'vibra', 'dependiendo', 'tipo', 'vaso', 'peso', 'va', 'moviendo', 'acaba', 'cayéndose', 'cosa', 'cápsulas', 'originales', 'veces', 'caen', 'final', 'alojamiento', 'cierras', 'palanca', 'cargas', 'cápsula']"
Cae agua,"4,0 de 5 estrellas","Cada vez que se hace un café, cae agua por detrás. El depósito debe vaciarse muy a menudo",raquel rivero,Revisado en España el 4 de septiembre de 2023,"['cada', 'vez', 'cae', 'detrás', 'depósito', 'debe', 'vaciarse', 'menudo']"
"Muy bien de precio, el color crema es precioso","4,0 de 5 estrellas","La cafetera esta bastante bien de precio, yo compre el color crema y es precioso, el deposito de agua es suficiente para realizar varios cafes sin preocuparse por que se le acabe el agua, en el deposito de cápsulas entran unas 10, quizás alguna más.
En cuanto al ruido hace el justo, de todas formas en hacerte el cafe tardas 30 segundos, por tanto no es muy molesto.
La cafetera incluye 16 cápsulas diferentes para probar la cafetera y ver la variedad de cafes que tiene Nexpresso, ademas incluye de regalo 40 euros en cápsulas, pero ojo, son 40 euros con una suscripción, es decir que tu pagas el 1º y 3º mes y Nexpresso te regala el 2º y 4º mes.",Rodrigo,Revisado en España el 19 de agosto de 2021,"['bastante', 'precio', 'compre', 'color', 'crema', 'precioso', 'deposito', 'suficiente', 'realizar', 'varios', 'preocuparse', 'acabe', 'deposito', 'cápsulas', 'entran', 'unas', 'quizás', 'alguna', 'cuanto', 'ruido', 'justo', 'toda', 'formas', 'hacerte', 'tardas', 'segundos', 'molesto', 'incluye', 'cápsulas', 'diferentes', 'probar', 'ver', 'variedad', 'nexpresso', 'incluye', 'regalo', 'euro', 'cápsulas', 'ojo', 'euro', 'suscripción', 'decir', 'pagas', 'nexpresso', 'regala']"
Recomendada,"4,0 de 5 estrellas","Es un poco más voluminosa y ruidosa que otras cafeteras que he usado pero tampoco es algo crucial, es poco tiempo el que tarda en hacer el café. Algo bueno que tiene es que no echa un chorro de agua antes de echar el café, cosa que sí hacía a veces la otra que tuve aunque está parece que echa más agua al compartimento que tiene debajo, destinado precisamente a conetener el agua que no es usada para el café",Eloi1,Revisado en España el 3 de julio de 2022,"['voluminosa', 'ruidosa', 'cafeteras', 'usado', 'tampoco', 'crucial', 'tiempo', 'tarda', 'hacer', 'bueno', 'echa', 'chorro', 'echar', 'cosa', 'hacía', 'veces', 'aunque', 'parece', 'echa', 'compartimento', 'debajo', 'destinado', 'precisamente', 'conetener', 'usada']"
Cafetera básica-,"4,0 de 5 estrellas",Me ha gustado que es pequeña y se puede poner en cualquier sitio. El precio de las capsulas es caro.,Fernando,Revisado en España el 6 de junio de 2023,"['gustado', 'pequeña', 'puede', 'poner', 'cualquier', 'sitio', 'precio', 'capsulas', 'caro']"
Pequeña y comoda,"4,0 de 5 estrellas",Buen cafe,Gatowee,Revisado en España el 22 de agosto de 2023,['buen']
facil de usar y pequeña.,"4,0 de 5 estrellas","es facil de usar, pero no me ha venido reembolso de 20 € en compra de cápsulas Nespresso. devolverá producto porque no se ajusta a la publicidad.",ricardo,Revisado en España el 24 de mayo de 2023,"['facil', 'usar', 'venido', 'reembolso', 'compra', 'cápsulas', 'nespresso', 'devolverá', 'producto', 'ajusta', 'publicidad']"
Buena calidad precio,"4,0 de 5 estrellas","En mi opinión, a pesar de que el ruido puede llegara ser un poco molesto por las mañanas, lo compensa en cuanto a la relación/precio. Si se pulsa dos veces el botón del café largo o corto lo servirá de manera automática, pudiendo hacer el resto de cosas por las mañanas sin estar pendiente de ella.

Como inconveniente, hay determinadas cápsulas que por no ser de la misma marca, darán alguna que otra interrupción y se tendrán que tirar.",Javier,Revisado en España el 9 de julio de 2022,"['opinión', 'pesar', 'ruido', 'puede', 'llegara', 'ser', 'molesto', 'mañanas', 'compensa', 'cuanto', 'pulsa', 'veces', 'botón', 'largo', 'corto', 'servirá', 'manera', 'automática', 'pudiendo', 'hacer', 'resto', 'cosas', 'mañanas', 'pendiente', 'inconveniente', 'determinadas', 'cápsulas', 'ser', 'misma', 'marca', 'darán', 'alguna', 'interrupción', 'tirar']"
Falta capsulas,"4,0 de 5 estrellas",No han venido las capsulas,Nerea,Revisado en España el 14 de septiembre de 2023,"['venido', 'capsulas']"
Manejo sencillo,"4,0 de 5 estrellas",Cumple sus funciones,Cliente Amazon,Revisado en España el 30 de agosto de 2023,"['cumple', 'funciones']"
Sencilla en todo,"4,0 de 5 estrellas","Es la segunda que tengo. Mismo modelo y color.
Funciona bien. Te permite utilizar todas las capsulas tipo Nespresso.
Nivel de ruido aceptable (Lógico en bombas de presión)
Duración: Limitada. Con un huso de 6 a 8 cápsulas diarias la duración media de la máquina es de 27 meses. Constatado con las máquina usadas por mi hija y las mias del mismo modelo.
Fallos: Se agrieta el alojamiento de la cápsula, o falla el arrastre de cierre.
Aún así, hemos vuelto a comprar otra igual.
Funciona bien, tiene un buen precio, y arriesgarte a gastarte mas dinero con otras que su resultado va ha ser muy parecido, no merece la pena.",Felix A.,Revisado en España el 10 de abril de 2021,"['segunda', 'mismo', 'modelo', 'color', 'funciona', 'permite', 'utilizar', 'toda', 'capsulas', 'tipo', 'nespresso', 'nivel', 'ruido', 'aceptable', 'lógico', 'bombas', 'presión', 'duración', 'limitada', 'huso', 'cápsulas', 'diarias', 'duración', 'medium', 'constatado', 'usadas', 'hija', 'mias', 'mismo', 'modelo', 'fallos', 'agrieta', 'alojamiento', 'cápsula', 'falla', 'arrastre', 'cierre', 'aún', 'así', 'vuelto', 'comprar', 'igual', 'funciona', 'buen', 'precio', 'arriesgarte', 'gastarte', 'ma', 'dinero', 'resultado', 'va', 'ser', 'parecido', 'merece', 'pena']"
